 Semestre ; Distretto ; Tipo Ufficio ; Sede ; Numero scheda Upp ; Desc Sezione ; Modello organizzativo prevalentemente utilizzato nell'Upp ; Somma di sopravvenuti x UPP ; Somma di definiti x UPP ;n. giudici supportati dall' upp x upp/sezione; addetti per upp/sezione (stima basata su giudici supportati) ; definiti per addetto ; Regione ; Area ; CR 
 IIsem ; Roma ; Tribunale ; Tivoli ; UPP 3 di 8 ; Sezione Civile Unica ; One to One ;3.343;3.203;8;10;320; Lazio ; Centro ;0,96
 IIsem ; Roma ; Tribunale ; Velletri ; UPP 1 di 1 ; Prima Sezione Civile ; One to One ;838;755;4;10;73; Lazio ; Centro ;0,9
 IIsem ; Roma ; Tribunale ; Velletri ; UPP 1 di 1 ; Seconda Sezione Civile ; One to One ;948;981;4;10;95; Lazio ; Centro ;1,03
 IIsem ; Roma ; Tribunale ; Velletri ; UPP 1 di 1 ; Sezione Lavoro Unica ; Rotazione ;4.126;3.203;4;10;310; Lazio ; Centro ;0,78
 IIsem ; Roma ; Tribunale ; Viterbo ; UPP 1 di 4 ; Sezione Civile Unica ; Mini Pool ;2.280;2.237;10;22;102; Lazio ; Centro ;0,98
 IIsem ; Roma ; Tribunale ; Viterbo ; UPP 2 di 4 ; Sezione Civile Unica ; Mini Pool ;1.368;1.342;6; -   ; -   ; Lazio ; Centro ;0,98
 IIsem ; Roma ; Tribunale ; Viterbo ; UPP 3 di 4 ; Sezione Civile Unica ; Mini Pool ;228;224;1; -   ; -   ; Lazio ; Centro ;0,98
 IIsem ; Salerno ; Corte di Appello ; Salerno ; UPP 1 di 7 ; Prima Sezione Civile ; One to One ;759;718;6;11;65; Campania ; Sud ;0,95
 IIsem ; Salerno ; Corte di Appello ; Salerno ; UPP 2 di 7 ; Seconda Sezione Civile ; One to One ;408;348;6;12;29; Campania ; Sud ;0,85
 IIsem ; Salerno ; Corte di Appello ; Salerno ; UPP 3 di 7 ; Sezione Lavoro Unica ; One to One ;342;185;4;7;26; Campania ; Sud ;0,54
 IIsem ; Salerno ; Tribunale ; Nocera Inferiore ; UPP 1 di 9 ; Prima Sezione Civile ; Mini Pool ;902;1.304;6;11;119; Campania ; Sud ;1,45
 IIsem ; Salerno ; Tribunale ; Nocera Inferiore ; UPP 2 di 9 ; Prima Sezione Civile ; Mini Pool ;602;870;4;5;174; Campania ; Sud ;1,45
 IIsem ; Salerno ; Tribunale ; Nocera Inferiore ; UPP 3 di 9 ; Seconda Sezione Civile ; Mini Pool ;540;794;7;9;88; Campania ; Sud ;1,47
 IIsem ; Salerno ; Tribunale ; Nocera Inferiore ; UPP 4 di 9 ; Seconda Sezione Civile ; Mini Pool ;308;454;4;4;113; Campania ; Sud ;1,47
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 2 di 13 ; Prima Sezione Civile ; One to One ;1.191;1.321;5;10;134; Campania ; Sud ;1,11
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 2 di 13 ; Seconda Sezione Civile ; One to One ;725;1.116;12;24;47; Campania ; Sud ;1,54
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 2 di 13 ; Sezione Lavoro Unica ; One to One ;1.670;1.687;7;14;123; Campania ; Sud ;1,01
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 2 di 13 ; Terza Sezione Civile ; One to One ;173;276;4;8;35; Campania ; Sud ;1,59
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 4 di 13 ; Sezione Lavoro Unica ; One to One ;1.670;1.687;7;7;241; Campania ; Sud ;1,01
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 5 di 13 ; Prima Sezione Civile ; One to One ;1.191;1.321;5;13;102; Campania ; Sud ;1,11
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 6 di 13 ; Prima Sezione Civile ; One to One ;715;792;3;2;396; Campania ; Sud ;1,11
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 7 di 13 ; Sezione Civile Immigrazione ; Mini Pool ;1.718;567;2;8;71; Campania ; Sud ;0,33
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 8 di 13 ; Seconda Sezione Civile ; One to One ;664;1.023;11;23;44; Campania ; Sud ;1,54
 IIsem ; Salerno ; Tribunale ; Salerno ; UPP 9 di 13 ; Terza Sezione Civile ; One to One ;217;344;5;12;29; Campania ; Sud ;1,59
 IIsem ; Salerno ; Tribunale ; Vallo della Lucania ; UPP 1 di 1 ; Sezione Civile Unica ; Mini Pool ;1.051;1.219;8;27;45; Basilicata ; Sud ;1,16
 IIsem ; Sassari ; Corte di Appello ; SASSARI ; UPP 2 di 2 ; Sezione Civile Unica ; One to One ;424;430;6; -   ; -   ; Sardegna ; Isole ;1,01
 IIsem ; Sassari ; Tribunale ; Nuoro ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;841;802;5;9;89; Sardegna ; Isole ;0,95
 IIsem ; Sassari ; Tribunale ; Sassari ; UPP 1 di 9 ; Prima Sezione Civile ; Rotazione ;815;761;3;3;254; Sardegna ; Isole ;0,93
 IIsem ; Sassari ; Tribunale ; Sassari ; UPP 2 di 9 ; Prima Sezione Civile ; Rotazione ;815;761;3; -   ; -   ; Sardegna ; Isole ;0,93
 IIsem ; Sassari ; Tribunale ; Sassari ; UPP 3 di 9 ; Prima Sezione Civile ; Rotazione ;815;761;3; -   ; -   ; Sardegna ; Isole ;0,93
 IIsem ; Sassari ; Tribunale ; Sassari ; UPP 4 di 9 ; Prima Sezione Civile ; One to One ;815;761;3;9;85; Sardegna ; Isole ;0,93
 IIsem ; Sassari ; Tribunale ; Sassari ; UPP 5 di 9 ; Prima Sezione Civile ; One to One ;1.358;1.268;5;7;181; Sardegna ; Isole ;0,93
 IIsem ; Taranto ; Corte di Appello ; TARANTO ; UPP 1 di 2 ; Sezione Civile Unica ; Rotazione ;448;489;6; -   ; -   ; Puglia ; Sud ;1,09
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 1 di 14 ; Prima Sezione Civile ; Rotazione ;1.352;1.549;5;12;129; Puglia ; Sud ;1,15
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 14 di 14 ; Prima Sezione Civile ; One to One ;270;310;1;2;155; Puglia ; Sud ;1,15
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 14 di 14 ; Seconda Sezione Civile ; Rotazione ;56;56;1;2;28; Puglia ; Sud ;1
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 2 di 14 ; Prima Sezione Civile ; One to One ;1.622;1.859;6;8;232; Puglia ; Sud ;1,15
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 4 di 14 ; Seconda Sezione Civile ; One to One ;338;338;6;6;56; Puglia ; Sud ;1
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 5 di 14 ; Seconda Sezione Civile ; One to One ;282;281;5;6;47; Puglia ; Sud ;1
 IIsem ; Taranto ; Tribunale ; Taranto ; UPP 7 di 14 ; Sezione Lavoro Unica ; One to One ;6.091;5.255;8;10;526; Puglia ; Sud ;0,86
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 1 di 13 ; Prima Sezione Civile ; One to One ;232;248;4;2;114; Piemonte ; Nord Ovest ;1,07
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 1 di 13 ; Quinta Sezione Civile ; One to One ;20;23;7;4;6; Piemonte ; Nord Ovest ;1,15
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 2 di 13 ; Seconda Sezione Civile ; Rotazione ;204;152;2;1;152; Piemonte ; Nord Ovest ;0,75
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 2 di 13 ; Sezione Civile Agraria ; Rotazione ;2;1;4;2;1; Piemonte ; Nord Ovest ;0,5
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 2 di 13 ; Tribunale delle Acque Pubbliche ; Rotazione ;6;2;2;1;2; Piemonte ; Nord Ovest ;0,33
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 3 di 13 ; Sesta Sezione Civile ; Assegnazione al fascicolo ;46;44;4;3;15; Piemonte ; Nord Ovest ;0,96
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 3 di 13 ; Terza Sezione Civile ; Assegnazione al fascicolo ;174;161;4;3;54; Piemonte ; Nord Ovest ;0,93
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 4 di 13 ; Sesta Sezione Civile ; Rotazione ;46;44;4;6;7; Piemonte ; Nord Ovest ;0,96
 IIsem ; Torino ; Corte di Appello ; Torino ; UPP 5 di 13 ; Sezione Lavoro Unica ; Rotazione ;327;274;6;2;137; Piemonte ; Nord Ovest ;0,84
 IIsem ; Torino ; Tribunale ; Alessandria ; UPP 3 di 5 ; Sezione Civile Unica ; Assegnazione al fascicolo ;3.546;3.607;13;13;277; Piemonte ; Nord Ovest ;1,02
 IIsem ; Torino ; Tribunale ; Aosta ; UPP 1 di 1 ; Sezione Civile Agraria ; Assegnazione al fascicolo ; -   ; -   ;1;1; -   ; Valle d'Aosta ; Nord Ovest ; -   
 IIsem ; Torino ; Tribunale ; Asti ; UPP 1 di 2 ; Sezione Civile Unica ; Mini Pool ;4.042;4.056;12;10;406; Piemonte ; Nord Ovest ;1
 IIsem ; Torino ; Tribunale ; Biella ; UPP 1 di 1 ; Sezione Civile Unica ; Rotazione ;3.164;3.256;6;8;407; Piemonte ; Nord Ovest ;1,03
 IIsem ; Torino ; Tribunale ; Cuneo ; UPP 2 di 3 ; Sezione Civile Unica ; Rotazione ;3.673;3.617;8;9;402; Piemonte ; Nord Ovest ;0,98
 IIsem ; Torino ; Tribunale ; Ivrea ; UPP 1 di 1 ; Sezione Civile Unica ; Mini Pool ;3.055;2.719;10;30;91; Piemonte ; Nord Ovest ;0,89
 IIsem ; Torino ; Tribunale ; Novara ; UPP 1 di 1 ; Prima Sezione Civile ; Collegio ;3.707;3.440;6;20;172; Piemonte ; Nord Ovest ;0,93
 IIsem ; Torino ; Tribunale ; Torino ; UPP 1 di 23 ; Tribunale delle Imprese ; One to One ;371;467;8;6;78; Piemonte ; Nord Ovest ;1,26
 IIsem ; Torino ; Tribunale ; Torino ; UPP 10 di 23 ; Settima Sezione Civile ; One to One ;4.075;1.747;14;21;83; Piemonte ; Nord Ovest ;0,43
 IIsem ; Torino ; Tribunale ; Torino ; UPP 2 di 23 ; Tribunale delle Imprese ; One to One ;371;467;8;6;78; Piemonte ; Nord Ovest ;1,26
 IIsem ; Torino ; Tribunale ; Torino ; UPP 3 di 23 ; Seconda Sezione Civile ; One to One ;232;209;6;8;26; Piemonte ; Nord Ovest ;0,9
 IIsem ; Torino ; Tribunale ; Torino ; UPP 4 di 23 ; Terza Sezione Civile ; One to One ;557;564;5;7;81; Piemonte ; Nord Ovest ;1,01
 IIsem ; Torino ; Tribunale ; Torino ; UPP 5 di 23 ; Quarta Sezione Civile ; One to One ;391;462;6;4;116; Piemonte ; Nord Ovest ;1,18
 IIsem ; Torino ; Tribunale ; Torino ; UPP 6 di 23 ; Sezione Lavoro Unica ; One to One ;5.118;4.699;12;10;470; Piemonte ; Nord Ovest ;0,92
 IIsem ; Torino ; Tribunale ; Torino ; UPP 7 di 23 ; Prima Sezione Civile ; One to One ;70;65;5;4;16; Piemonte ; Nord Ovest ;0,93
 IIsem ; Torino ; Tribunale ; Torino ; UPP 8 di 23 ; Quinta Sezione Civile ; One to One ;3.733;2.884;7;10;288; Piemonte ; Nord Ovest ;0,77
 IIsem ; Torino ; Tribunale ; Torino ; UPP 9 di 23 ; Sesta Sezione Civile ; One to One ;3.811;3.712;6;7;530; Piemonte ; Nord Ovest ;0,97
 IIsem ; Torino ; Tribunale ; Verbania ; UPP 1 di 1 ; Sezione Promiscua Unica ; One to One ;2.268;2.248;2;2;1.124; Piemonte ; Nord Ovest ;0,99
 IIsem ; Torino ; Tribunale ; Vercelli ; UPP 1 di 1 ; Sezione Civile Unica ; Mini Pool ;3.484;3.524;9;15;235; Piemonte ; Nord Ovest ;1,01
 IIsem ; Trento ; Corte di Appello ; Trento ; UPP 1 di 1 ; Prima Sezione Civile ; One to One ;61;81;3;3;27; Trentino-Alto Adige ; Nord Est ;1,33
 IIsem ; Trento ; Corte di Appello ; Trento ; UPP 1 di 1 ; Seconda Sezione Civile ; One to One ;101;108;4;4;27; Trentino-Alto Adige ; Nord Est ;1,07
 IIsem ; Trento ; Tribunale ; Trento ; UPP 1 di 2 ; Sezione Civile Immigrazione ; Mini Pool ;227;159;4;2;68; Trentino-Alto Adige ; Nord Est ;0,7
 IIsem ; Trento ; Tribunale ; Trento ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;4.343;4.334;13;8;567; Trentino-Alto Adige ; Nord Est ;1
 IIsem ; Trieste ; Corte di Appello ; Trieste ; UPP 1 di 1 ; Prima Sezione Civile ; One to One ;113;156;4;13;12; Friuli ; Nord Est ;1,38
 IIsem ; Trieste ; Corte di Appello ; Trieste ; UPP 1 di 1 ; Seconda Sezione Civile ; One to One ;93;91;4;13;7; Friuli ; Nord Est ;0,98
 IIsem ; Trieste ; Tribunale ; Pordenone ; UPP 1 di 2 ; Sezione Civile Unica ; One to One ;4.443;4.246;7;9;472; Friuli ; Nord Est ;0,96
 IIsem ; Trieste ; Tribunale ; Trieste ; UPP 1 di 7 ; Sezione Civile Unica ; One to One ;342;262;3;2;131; Friuli ; Nord Est ;0,77
 IIsem ; Trieste ; Tribunale ; Trieste ; UPP 2 di 7 ; Sezione Civile Unica ; One to One ;569;436;5;4;109; Friuli ; Nord Est ;0,77
 IIsem ; Trieste ; Tribunale ; Trieste ; UPP 3 di 7 ; Sezione Civile Unica ; One to One ;569;436;5;7;62; Friuli ; Nord Est ;0,77
 IIsem ; Trieste ; Tribunale ; Trieste ; UPP 4 di 7 ; Sezione Civile Unica ; One to One ;1.252;959;11;4;240; Friuli ; Nord Est ;0,77
 IIsem ; Trieste ; Tribunale ; Udine ; UPP 1 di 4 ; Prima Sezione Civile ; One to One ;1.245;1.231;7;6;205; Friuli ; Nord Est ;0,99
 IIsem ; Trieste ; Tribunale ; Udine ; UPP 2 di 4 ; Seconda Sezione Civile ; One to One ;1.257;1.218;6;5;244; Friuli ; Nord Est ;0,97
 IIsem ; Venezia ; Corte di Appello ; Venezia ; UPP 1 di 1 ; Prima Sezione Civile ; Assegnazione al fascicolo ;448;513;6;20;26; Veneto ; Nord Est ;1,15
 IIsem ; Venezia ; Corte di Appello ; Venezia ; UPP 1 di 1 ; Quarta Sezione Civile ; Assegnazione al fascicolo ;253;266;3;10;27; Veneto ; Nord Est ;1,05
 IIsem ; Venezia ; Corte di Appello ; Venezia ; UPP 1 di 1 ; Seconda Sezione Civile ; Assegnazione al fascicolo ;299;259;3;10;26; Veneto ; Nord Est ;0,87
 IIsem ; Venezia ; Corte di Appello ; Venezia ; UPP 1 di 1 ; Sezione Lavoro Unica ; Assegnazione al fascicolo ;306;520;5;17;31; Veneto ; Nord Est ;1,7
 IIsem ; Venezia ; Corte di Appello ; Venezia ; UPP 1 di 1 ; Terza Sezione Civile ; Assegnazione al fascicolo ;321;410;6;20;21; Veneto ; Nord Est ;1,28
 IIsem ; Venezia ; Tribunale ; Belluno ; UPP 1 di 1 ; Sezione Civile Unica ; One to One ;1.771;1.658;3;9;184; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Padova ; UPP 1 di 6 ; Prima Sezione Civile ; One to One ;1.246;1.343;6;8;168; Veneto ; Nord Est ;1,08
 IIsem ; Venezia ; Tribunale ; Padova ; UPP 2 di 6 ; Prima Sezione Civile ; One to One ;623;672;3;3;224; Veneto ; Nord Est ;1,08
 IIsem ; Venezia ; Tribunale ; Padova ; UPP 3 di 6 ; Prima Sezione Civile ; One to One ;831;895;4;3;298; Veneto ; Nord Est ;1,08
 IIsem ; Venezia ; Tribunale ; Padova ; UPP 4 di 6 ; Seconda Sezione Civile ; One to One ;1.970;1.961;8;7;280; Veneto ; Nord Est ;1
 IIsem ; Venezia ; Tribunale ; Rovigo ; UPP 1 di 4 ; Prima Sezione Civile ; Mini Pool ;2.863;2.873;9;7;410; Veneto ; Nord Est ;1
 IIsem ; Venezia ; Tribunale ; Rovigo ; UPP 2 di 4 ; Prima Sezione Civile ; Assegnazione al fascicolo ;954;958;3; -   ; -   ; Veneto ; Nord Est ;1
 IIsem ; Venezia ; Tribunale ; Treviso ; UPP 1 di 5 ; Prima Sezione Civile ; One to One ;2.061;2.189;8;10;219; Veneto ; Nord Est ;1,06
 IIsem ; Venezia ; Tribunale ; Treviso ; UPP 2 di 5 ; Seconda Sezione Civile ; Mini Pool ;1.319;1.180;7;7;169; Veneto ; Nord Est ;0,89
 IIsem ; Venezia ; Tribunale ; Treviso ; UPP 3 di 5 ; Terza Sezione Civile ; Mini Pool ;631;664;6;4;166; Veneto ; Nord Est ;1,05
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 11 di 12 ; Sezione Lavoro Unica ; Mini Pool ;468;443;4;1;443; Veneto ; Nord Est ;0,95
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 2 di 12 ; Sezione Civile Immigrazione ; Mini Pool ;605;121;1;2;81; Veneto ; Nord Est ;0,2
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 2 di 12 ; Volontaria Giurisdizione competenza Presidenziale ; Mini Pool ;20;22;1;2;15; Veneto ; Nord Est ;1,1
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 3 di 12 ; Prima Sezione Civile ; Mini Pool ;404;449;10;1;719; Veneto ; Nord Est ;1,11
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 3 di 12 ; Seconda Sezione Civile ; Mini Pool ;602;566;7;0;1.293; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 3 di 12 ; Sezione Civile Immigrazione ; Mini Pool ;3.628;725;6;0;1.934; Veneto ; Nord Est ;0,2
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 3 di 12 ; Sezione Lavoro Unica ; Mini Pool ;468;443;4;0;1.773; Veneto ; Nord Est ;0,95
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 3 di 12 ; Tribunale delle Imprese ; Mini Pool ;86;89;5;0;285; Veneto ; Nord Est ;1,04
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 4 di 12 ; Prima Sezione Civile ; Mini Pool ;404;449;10;2;240; Veneto ; Nord Est ;1,11
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 4 di 12 ; Seconda Sezione Civile ; Mini Pool ;602;566;7;1;431; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 4 di 12 ; Sezione Civile Immigrazione ; Mini Pool ;3.628;725;6;1;645; Veneto ; Nord Est ;0,2
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 4 di 12 ; Sezione Lavoro Unica ; Mini Pool ;468;443;4;1;591; Veneto ; Nord Est ;0,95
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 4 di 12 ; Tribunale delle Imprese ; Mini Pool ;86;89;5;1;95; Veneto ; Nord Est ;1,04
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 5 di 12 ; Sezione Civile Immigrazione ; Mini Pool ;3.628;725;6;13;56; Veneto ; Nord Est ;0,2
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 6 di 12 ; Prima Sezione Civile ; One to One ;404;449;10;13;35; Veneto ; Nord Est ;1,11
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 7 di 12 ; Tribunale delle Imprese ; Mini Pool ;86;89;5;4;22; Veneto ; Nord Est ;1,04
 IIsem ; Venezia ; Tribunale ; Venezia ; UPP 8 di 12 ; Seconda Sezione Civile ; One to One ;774;727;9;15;48; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Verona ; UPP 1 di 6 ; Prima Sezione Civile ; One to One ;2.349;2.759;6;7;394; Veneto ; Nord Est ;1,17
 IIsem ; Venezia ; Tribunale ; Verona ; UPP 2 di 6 ; Seconda Sezione Civile ; Mini Pool ;2.767;2.600;7;3;867; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Verona ; UPP 3 di 6 ; Terza Sezione Civile ; One to One ;1.812;1.888;4;4;472; Veneto ; Nord Est ;1,04
 IIsem ; Venezia ; Tribunale ; Vicenza ; UPP 1 di 7 ; Prima Sezione Civile ; One to One ;1.310;1.290;5;6;215; Veneto ; Nord Est ;0,98
 IIsem ; Venezia ; Tribunale ; Vicenza ; UPP 2 di 7 ; Prima Sezione Civile ; Rotazione ;786;774;3;3;258; Veneto ; Nord Est ;0,98
 IIsem ; Venezia ; Tribunale ; Vicenza ; UPP 3 di 7 ; Prima Sezione Civile ; Mini Pool ;524;516;2;4;129; Veneto ; Nord Est ;0,98
 IIsem ; Venezia ; Tribunale ; Vicenza ; UPP 4 di 7 ; Seconda Sezione Civile ; Mini Pool ;2.443;2.305;6;6;384; Veneto ; Nord Est ;0,94
 IIsem ; Venezia ; Tribunale ; Vicenza ; UPP 5 di 7 ; Seconda Sezione Civile ; Mini Pool ;1.222;1.153;3;8;144; Veneto ; Nord Est ;0,94
